登録番号,資料名,材質＊,材質＊,材質＊,材質＊,材質＊,材質＊,材質＊,点数＊,状態＊,備考＊,収蔵場所,旧蔵者,受入年月,受入方法,収蔵場所,所蔵者,調査年月,調査者,撮影備考
ODK00540,猪口,陶陶磁器,,,,,,,1揃(19点),1点欠損ヵ,木箱入り。紙が間に挟まっている。箱蓋割れ。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00541,膳等,木(漆),,,,,,,1揃(膳2点、丸い容器1点、蓋4点),破損（傷あり）,木箱入り。紙が間に挟まっている。箱蓋欠損。蓋2枚重なって取れない。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00542,椀,木(漆),,,,,,,20対(40点),,木箱入り。スポンジと紙とティッシュが間に挟まっている。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00543,椀,木(漆),,,,,,,1揃(72点、蓋と椀の内訳は不明),,木箱入り。ティッシュが間に挟まっている。箱蓋なし。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00544,膳,木(漆),,,,,,,1揃(10点),破損,新聞紙を間にはさんで、紐で一括。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00545,膳,木(漆),,,,,,,1揃(9点),破損,ダンボール箱に一括。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00546,膳,木(漆),,,,,,,1揃(5点),,紙が間に挟まっている。紐で一括。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00547,膳,木(漆),,,,,,,1揃(5点),,紙が間に挟まっている。紐で一括。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00548,膳,木(漆),,,,,,,1揃(8点),,新聞紙を間にはさんで、紐で一括。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00549,おかもち,木（塗）,,,,,,,1点,,,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00550,台,木(漆),,,,,,,1点,,,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00551,鎧兜,金属,植物繊維,革,紙,,,,1揃(複数),破損,木箱入り。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00552,アイスクリーム製造機,木,金属,,,,,,1点,腐食,,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00553,枡,木,金属,,,,,,1点,,,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00554,枡,木,金属,,,,,,1点,,,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00555,枡,木,,,,,,,1点,,,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00556,枡,木,,,,,,,1点,,,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00557,神棚ヵ,木,金属,,,,,,1点,破損,,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00558,ゆとう,木(漆),,,,,,,1点,,,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00559,たたきいたヵ,木,,,,,,,1点,,,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00560,弁当箱（曲物）,木,,,,,,,1点,,ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00561,弁当箱（曲物）,木,,,,,,,1点,,ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00562,弁当箱（曲物）,木,,,,,,,1点,,ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00563,弁当箱（曲物）,木,,,,,,,1点,,ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00564,弁当箱（曲物）,木,,,,,,,1点,,ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00565,弁当箱（曲物）,木,,,,,,,1点,,ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00566,弁当箱（曲物）,木,,,,,,,1点,,ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00567,弁当箱（曲物）,木,,,,,,,1点,,ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00568,やかん,金属,植物繊維,,,,,,1点,欠損,ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00569,やかん,金属,,,,,,,1点,,ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00570,小皿,陶陶磁器,,,,,,,3点,破損,新聞紙で一括包み、ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00571,小皿,陶陶磁器,,,,,,,3点,破損,新聞紙で一括包み、ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00572,小皿,木(漆),,,,,,,1揃(10点),,ティッシュ間にあり、ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00573,小皿,陶陶磁器,,,,,,,1点,破損,付札の針金部分が資料本体に付着、新聞紙で一括包み、ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00574,酒器等,陶磁器,,,,,,,1揃(7点、内訳：猪口2点・徳利1点・徳利蓋3点・小鉢1点),,新聞紙で一括包み、ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00575,急須,陶磁器,,,,,,,3点,欠損,新聞紙で一括包み、ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00576,湯呑,陶磁器,,,,,,,4点,破損,新聞紙で一括包み、ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00577,湯呑,陶磁器,,,,,,,4点,破損,新聞紙で一括包み、ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00578,椀等,木(漆),,,,,,,4点（椀2点・蓋2点）,,新聞紙で一括包み、ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00579,小皿,陶磁器,,,,,,,6点（1点のみ異なる種類）,破損,新聞紙で一括包み、ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00580,盃,陶磁器,,,,,,,4点（2点のみ同じものあり）,,新聞紙で一括包み、ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00581,調味料入,ガラス,金属,陶陶磁器,,,,,1揃(4点),,ティッシュで包み、新聞紙で一括包み、ケース「B4食未登録」入,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00582,レコードプレーヤー,木,金属,植物繊維,紙,,,,1点,破損,,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00583,レコード,紙,合成樹脂,,,,,,33点,破損,箱入り。一部紙あり。「さんさ時雨」、「大東亜決戦の歌」など。Victor、Columbiaなど。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00584,レコード,紙,合成樹脂,,,,,,33点,破損,箱入り。一部紙あり。「ばらのタンゴ」、「自由の朝」など。Victor、Columbiaなど。,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00585,オルガン,木,合成樹脂,金属,,,,,1点,破損,足踏み式,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
ODK00586,オルガン,木,合成樹脂,金属,植物繊維,,,,1点,,足踏み式、音出る。彫った落書きあり,入り口右手前,旧水沢市民俗資料室,,寄贈,おだき（愛宕）文化財整理室,奥州市,2019年8月,合同会社AMANE,
